dte,Gage02161000,Flow02161000,Gage02169500,Flow02169500,Gage02168504,Flow02168504
01DEC17:00:00:00,4.45,2920,3.28,2920,3.75,892
01DEC17:00:15:00,4.45,2920,3.31,2980,3.75,892
01DEC17:00:30:00,4.45,2920,3.35,3060,3.75,892
01DEC17:00:45:00,4.45,2920,3.38,3120,3.75,892
01DEC17:01:00:00,4.45,2920,3.41,3190,3.75,892
01DEC17:01:15:00,4.45,2920,3.44,3250,3.75,892
01DEC17:01:30:00,4.44,2910,3.47,3320,3.75,892
01DEC17:01:45:00,4.44,2910,3.5,3380,3.75,892
01DEC17:02:00:00,4.45,2920,3.53,3450,3.75,892
01DEC17:02:15:00,4.44,2910,3.55,3490,3.75,892
01DEC17:02:30:00,4.45,2920,3.58,3560,3.75,892
01DEC17:02:45:00,4.45,2920,3.6,3610,3.75,892
01DEC17:03:00:00,4.44,2910,3.61,3630,3.75,892
01DEC17:03:15:00,4.45,2920,3.63,3670,3.75,892
01DEC17:03:30:00,4.45,2920,3.64,3700,3.75,892
01DEC17:03:45:00,4.44,2910,3.66,3740,3.75,892
01DEC17:04:00:00,4.45,2920,3.67,3770,3.75,892
01DEC17:04:15:00,4.44,2910,3.68,3790,3.75,892
01DEC17:04:30:00,4.44,2910,3.69,3810,3.75,892
01DEC17:04:45:00,4.44,2910,3.7,3840,3.75,892
01DEC17:05:00:00,4.44,2910,3.71,3860,3.75,892
01DEC17:05:15:00,4.44,2910,3.73,3910,3.75,892
01DEC17:05:30:00,4.44,2910,3.73,3910,3.75,892
01DEC17:05:45:00,4.44,2910,3.74,3930,3.75,892
01DEC17:06:00:00,4.44,2910,3.74,3930,3.75,892
01DEC17:06:15:00,4.43,2890,3.74,3930,3.75,892
01DEC17:06:30:00,4.44,2910,3.75,3960,3.75,892
01DEC17:06:45:00,4.44,2910,3.75,3960,3.75,892
01DEC17:07:00:00,4.44,2910,3.75,3960,3.75,892
01DEC17:07:15:00,4.44,2910,3.75,3960,3.75,892
01DEC17:07:30:00,4.44,2910,3.75,3960,3.75,892
01DEC17:07:45:00,4.44,2910,3.75,3960,3.75,892
01DEC17:08:00:00,4.44,2910,3.75,3960,3.75,892
01DEC17:08:15:00,4.43,2890,3.75,3960,3.75,892
01DEC17:08:30:00,4.44,2910,3.75,3960,3.75,892
01DEC17:08:45:00,4.43,2890,3.75,3960,3.75,892
01DEC17:09:00:00,4.43,2890,3.75,3960,3.75,892
01DEC17:09:15:00,4.43,2890,3.75,3960,3.75,892
01DEC17:09:30:00,4.44,2910,3.75,3960,3.75,892
01DEC17:09:45:00,4.44,2910,3.75,3960,3.75,892
01DEC17:10:00:00,4.44,2910,3.75,3960,3.75,892
01DEC17:10:15:00,4.43,2890,3.74,3930,3.75,892
01DEC17:10:30:00,4.43,2890,3.75,3960,3.75,892
01DEC17:10:45:00,4.44,2910,3.75,3960,3.75,892
01DEC17:11:00:00,4.44,2910,3.75,3960,3.75,892
01DEC17:11:15:00,4.85,3590,3.75,3960,3.75,892
01DEC17:11:30:00,5.1,4030,3.74,3930,3.75,892
01DEC17:11:45:00,5.02,3880,3.74,3930,3.75,892
01DEC17:12:00:00,4.88,3640,3.74,3930,3.75,892
01DEC17:12:15:00,4.78,3470,3.74,3930,3.75,892
01DEC17:12:30:00,4.69,3320,3.74,3930,3.75,892
01DEC17:12:45:00,4.64,3240,3.73,3910,3.75,892
01DEC17:13:00:00,4.61,3190,3.73,3910,3.76,898
01DEC17:13:15:00,4.57,3130,3.73,3910,3.76,898
01DEC17:13:30:00,4.56,3110,3.73,3910,3.75,892
01DEC17:13:45:00,4.54,3080,3.73,3910,3.75,892
01DEC17:14:00:00,4.53,3060,3.73,3910,3.75,892
01DEC17:14:15:00,4.52,3050,3.73,3910,3.75,892
01DEC17:14:30:00,4.52,3050,3.72,3880,3.75,892
01DEC17:14:45:00,4.49,3000,3.72,3880,3.75,892
01DEC17:15:00:00,4.42,2870,3.72,3880,3.75,892
01DEC17:15:15:00,4.36,2760,3.72,3880,3.75,892
01DEC17:15:30:00,4.31,2670,3.72,3880,3.75,892
01DEC17:15:45:00,4.27,2600,3.72,3880,3.75,892
01DEC17:16:00:00,4.24,2550,3.72,3880,3.75,892
01DEC17:16:15:00,4.23,2530,3.72,3880,3.75,892
01DEC17:16:30:00,4.22,2510,3.72,3880,3.75,892
01DEC17:16:45:00,4.2,2480,3.72,3880,3.75,892
01DEC17:17:00:00,4.19,2460,3.72,3880,3.75,892
01DEC17:17:15:00,4.19,2460,3.73,3910,3.75,892
01DEC17:17:30:00,4.19,2460,3.73,3910,3.75,892
01DEC17:17:45:00,4.15,2400,3.73,3910,3.75,892
01DEC17:18:00:00,4.08,2280,3.74,3930,3.75,892
01DEC17:18:15:00,4.01,2160,3.75,3960,3.75,892
01DEC17:18:30:00,3.97,2090,3.76,3980,3.75,892
01DEC17:18:45:00,3.94,2040,3.78,4030,3.75,892
01DEC17:19:00:00,3.91,1990,3.79,4050,3.75,892
01DEC17:19:15:00,3.9,1970,3.81,4100,3.75,892
01DEC17:19:30:00,3.89,1950,3.82,4120,3.75,892
01DEC17:19:45:00,3.88,1940,3.83,4150,3.75,892
01DEC17:20:00:00,3.88,1940,3.85,4200,3.75,892
01DEC17:20:15:00,3.87,1920,3.85,4200,3.75,892
01DEC17:20:30:00,3.87,1920,3.86,4220,3.75,892
01DEC17:20:45:00,3.87,1920,3.86,4220,3.75,892
01DEC17:21:00:00,3.87,1920,3.86,4220,3.75,892
01DEC17:21:15:00,3.86,1900,3.86,4220,3.75,892
01DEC17:21:30:00,3.88,1940,3.85,4200,3.75,892
01DEC17:21:45:00,3.87,1920,3.85,4200,3.75,892
01DEC17:22:00:00,3.86,1900,3.84,4170,3.75,892
01DEC17:22:15:00,3.86,1900,3.83,4150,3.75,892
01DEC17:22:30:00,3.87,1920,3.82,4120,3.75,892
01DEC17:22:45:00,3.85,1890,3.81,4100,3.75,892
01DEC17:23:00:00,3.87,1920,3.8,4080,3.75,892
01DEC17:23:15:00,3.86,1900,3.78,4030,3.75,892
01DEC17:23:30:00,3.87,1920,3.77,4000,3.75,892
01DEC17:23:45:00,3.85,1890,3.76,3980,3.75,892
02DEC17:00:00:00,3.87,1920,3.74,3930,3.75,892
02DEC17:00:15:00,3.86,1900,3.72,3880,3.75,892
02DEC17:00:30:00,3.86,1900,3.71,3860,3.75,892
02DEC17:00:45:00,3.86,1900,3.69,3810,3.75,892
02DEC17:01:00:00,3.85,1890,3.68,3790,3.75,892
02DEC17:01:15:00,3.85,1890,3.66,3740,3.75,892
02DEC17:01:30:00,3.86,1900,3.65,3720,3.75,892
02DEC17:01:45:00,3.85,1890,3.63,3670,3.75,892
02DEC17:02:00:00,3.84,1870,3.61,3630,3.75,892
02DEC17:02:15:00,3.79,1790,3.6,3610,3.75,892
02DEC17:02:30:00,3.71,1660,3.58,3560,3.75,892
02DEC17:02:45:00,3.64,1550,3.56,3520,3.75,892
02DEC17:03:00:00,3.6,1490,3.55,3490,3.75,892
02DEC17:03:15:00,3.57,1440,3.53,3450,3.75,892
02DEC17:03:30:00,3.54,1400,3.52,3430,3.75,892
02DEC17:03:45:00,3.53,1380,3.5,3380,3.75,892
02DEC17:04:00:00,3.52,1370,3.49,3360,3.75,892
02DEC17:04:15:00,3.52,1370,3.47,3320,3.75,892
02DEC17:04:30:00,3.51,1360,3.46,3300,3.75,892
02DEC17:04:45:00,3.51,1360,3.44,3250,3.75,892
02DEC17:05:00:00,3.5,1340,3.43,3230,3.75,892
02DEC17:05:15:00,3.49,1330,3.42,3210,3.75,892
02DEC17:05:30:00,3.49,1330,3.4,3170,3.75,892
02DEC17:05:45:00,3.49,1330,3.39,3150,3.75,892
02DEC17:06:00:00,3.49,1330,3.38,3120,3.75,892
02DEC17:06:15:00,3.49,1330,3.37,3100,3.75,892
02DEC17:06:30:00,3.48,1310,3.36,3080,3.75,892
02DEC17:06:45:00,3.48,1310,3.35,3060,3.75,892
02DEC17:07:00:00,3.48,1310,3.34,3040,3.75,892
02DEC17:07:15:00,3.48,1310,3.33,3020,3.75,892
02DEC17:07:30:00,3.48,1310,3.32,3000,3.75,892
02DEC17:07:45:00,3.48,1310,3.32,3000,3.75,892
02DEC17:08:00:00,3.48,1310,3.31,2980,3.75,892
02DEC17:08:15:00,3.48,1310,3.3,2960,3.75,892
02DEC17:08:30:00,3.48,1310,3.3,2960,3.75,892
02DEC17:08:45:00,3.48,1310,3.29,2940,3.75,892
02DEC17:09:00:00,3.48,1310,3.29,2940,3.75,892
02DEC17:09:15:00,3.48,1310,3.29,2940,3.75,892
02DEC17:09:30:00,3.48,1310,3.28,2920,3.75,892
02DEC17:09:45:00,3.48,1310,3.28,2920,3.75,892
02DEC17:10:00:00,3.47,1300,3.27,2900,3.75,892
02DEC17:10:15:00,3.47,1300,3.27,2900,3.75,892
02DEC17:10:30:00,3.48,1310,3.27,2900,3.75,892
02DEC17:10:45:00,3.48,1310,3.26,2880,3.75,892
02DEC17:11:00:00,3.48,1310,3.26,2880,3.75,892
02DEC17:11:15:00,3.48,1310,3.25,2860,3.75,892
02DEC17:11:30:00,3.47,1300,3.25,2860,3.75,892
02DEC17:11:45:00,3.48,1310,3.25,2860,3.75,892
02DEC17:12:00:00,3.48,1310,3.24,2840,3.75,892
02DEC17:12:15:00,3.48,1310,3.23,2820,3.75,892
02DEC17:12:30:00,3.48,1310,3.22,2800,3.75,892
02DEC17:12:45:00,3.47,1300,3.21,2780,3.75,892
02DEC17:13:00:00,3.48,1310,3.21,2780,3.75,892
02DEC17:13:15:00,3.48,1310,3.2,2760,3.75,892
02DEC17:13:30:00,3.47,1300,3.18,2720,3.75,892
02DEC17:13:45:00,3.48,1310,3.17,2710,3.75,892
02DEC17:14:00:00,3.47,1300,3.17,2710,3.75,892
02DEC17:14:15:00,3.47,1300,3.15,2670,3.75,892
02DEC17:14:30:00,3.47,1300,3.14,2650,3.75,892
02DEC17:14:45:00,3.48,1310,3.13,2630,3.75,892
02DEC17:15:00:00,3.47,1300,3.12,2610,3.75,892
02DEC17:15:15:00,3.48,1310,3.11,2590,3.75,892
02DEC17:15:30:00,3.48,1310,3.1,2570,3.75,892
02DEC17:15:45:00,3.48,1310,3.09,2560,3.75,892
02DEC17:16:00:00,3.48,1310,3.08,2540,3.75,892
02DEC17:16:15:00,3.48,1310,3.07,2520,3.75,892
02DEC17:16:30:00,3.48,1310,3.06,2500,3.75,892
02DEC17:16:45:00,3.48,1310,3.05,2480,3.75,892
02DEC17:17:00:00,3.48,1310,3.05,2480,3.75,892
02DEC17:17:15:00,3.48,1310,3.04,2460,3.75,892
02DEC17:17:30:00,3.48,1310,3.03,2450,3.75,892
02DEC17:17:45:00,3.48,1310,3.02,2430,3.75,892
02DEC17:18:00:00,3.48,1310,3.01,2410,3.75,892
02DEC17:18:15:00,3.48,1310,3.01,2410,3.75,892
02DEC17:18:30:00,3.48,1310,3,2390,3.75,892
02DEC17:18:45:00,3.48,1310,2.99,2370,3.75,892
02DEC17:19:00:00,3.48,1310,2.99,2370,3.75,892
02DEC17:19:15:00,3.48,1310,2.98,2360,3.75,892
02DEC17:19:30:00,3.48,1310,2.98,2360,3.75,892
02DEC17:19:45:00,3.48,1310,2.97,2340,3.75,892
02DEC17:20:00:00,3.48,1310,2.97,2340,3.75,892
02DEC17:20:15:00,3.48,1310,2.97,2340,3.75,892
02DEC17:20:30:00,3.48,1310,2.96,2320,3.75,892
02DEC17:20:45:00,3.48,1310,2.96,2320,3.75,892
02DEC17:21:00:00,3.48,1310,2.96,2320,3.75,892
02DEC17:21:15:00,3.48,1310,2.95,2300,3.75,892
02DEC17:21:30:00,3.48,1310,2.95,2300,3.75,892
02DEC17:21:45:00,3.49,1330,2.95,2300,3.75,892
02DEC17:22:00:00,3.48,1310,2.95,2300,3.75,892
02DEC17:22:15:00,3.48,1310,2.95,2300,3.75,892
02DEC17:22:30:00,3.48,1310,2.94,2290,3.75,892
02DEC17:22:45:00,3.48,1310,2.94,2290,3.75,892
02DEC17:23:00:00,3.48,1310,2.94,2290,3.75,892
02DEC17:23:15:00,3.48,1310,2.94,2290,3.75,892
02DEC17:23:30:00,3.48,1310,2.94,2290,3.75,892
02DEC17:23:45:00,3.48,1310,2.94,2290,3.75,892
03DEC17:00:00:00,3.48,1310,2.93,2270,3.75,892
03DEC17:00:15:00,3.48,1310,2.93,2270,3.75,892
03DEC17:00:30:00,3.48,1310,2.93,2270,3.75,892
03DEC17:00:45:00,3.48,1310,2.93,2270,3.75,892
03DEC17:01:00:00,3.48,1310,2.93,2270,3.75,892
03DEC17:01:15:00,3.48,1310,2.93,2270,3.75,892
03DEC17:01:30:00,3.48,1310,2.93,2270,3.75,892
03DEC17:01:45:00,3.48,1310,2.93,2270,3.75,892
03DEC17:02:00:00,3.49,1330,2.93,2270,3.75,892
03DEC17:02:15:00,3.48,1310,2.93,2270,3.75,892
03DEC17:02:30:00,3.48,1310,2.93,2270,3.75,892
03DEC17:02:45:00,3.48,1310,2.93,2270,3.75,892
03DEC17:03:00:00,3.48,1310,2.93,2270,3.75,892
03DEC17:03:15:00,3.48,1310,2.92,2250,3.75,892
03DEC17:03:30:00,3.48,1310,2.92,2250,3.75,892
03DEC17:03:45:00,3.48,1310,2.92,2250,3.75,892
03DEC17:04:00:00,3.48,1310,2.92,2250,3.75,892
03DEC17:04:15:00,3.48,1310,2.92,2250,3.75,892
03DEC17:04:30:00,3.48,1310,2.93,2270,3.75,892
03DEC17:04:45:00,3.48,1310,2.93,2270,3.75,892
03DEC17:05:00:00,3.48,1310,2.93,2270,3.75,892
03DEC17:05:15:00,3.48,1310,2.93,2270,3.75,892
03DEC17:05:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:05:45:00,3.47,1300,2.93,2270,3.75,892
03DEC17:06:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:06:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:06:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:06:45:00,3.47,1300,2.93,2270,3.75,892
03DEC17:07:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:07:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:07:30:00,3.46,1280,2.93,2270,3.75,892
03DEC17:07:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:08:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:08:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:08:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:08:45:00,3.47,1300,2.93,2270,3.75,892
03DEC17:09:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:09:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:09:30:00,3.46,1280,2.93,2270,3.75,892
03DEC17:09:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:10:00:00,3.46,1280,2.93,2270,3.75,892
03DEC17:10:15:00,3.46,1280,2.93,2270,3.75,892
03DEC17:10:30:00,3.46,1280,2.93,2270,3.75,892
03DEC17:10:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:11:00:00,3.46,1280,2.93,2270,3.75,892
03DEC17:11:15:00,3.46,1280,2.93,2270,3.75,892
03DEC17:11:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:11:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:12:00:00,3.46,1280,2.93,2270,3.75,892
03DEC17:12:15:00,3.46,1280,2.93,2270,3.75,892
03DEC17:12:30:00,3.46,1280,2.93,2270,3.75,892
03DEC17:12:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:13:00:00,3.46,1280,2.93,2270,3.74,886
03DEC17:13:15:00,3.46,1280,2.93,2270,3.75,892
03DEC17:13:30:00,3.46,1280,2.93,2270,3.75,892
03DEC17:13:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:14:00:00,3.46,1280,2.93,2270,3.74,886
03DEC17:14:15:00,3.47,1300,2.93,2270,3.74,886
03DEC17:14:30:00,3.46,1280,2.93,2270,3.74,886
03DEC17:14:45:00,3.46,1280,2.93,2270,3.75,892
03DEC17:15:00:00,3.46,1280,2.93,2270,3.75,892
03DEC17:15:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:15:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:15:45:00,3.46,1280,2.93,2270,3.74,886
03DEC17:16:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:16:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:16:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:16:45:00,3.47,1300,2.93,2270,3.75,892
03DEC17:17:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:17:15:00,3.47,1300,2.93,2270,3.75,892
03DEC17:17:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:17:45:00,3.47,1300,2.93,2270,3.75,892
03DEC17:18:00:00,3.47,1300,2.93,2270,3.75,892
03DEC17:18:15:00,3.48,1310,2.93,2270,3.75,892
03DEC17:18:30:00,3.47,1300,2.93,2270,3.75,892
03DEC17:18:45:00,3.48,1310,2.93,2270,3.74,886
03DEC17:19:00:00,3.47,1300,2.92,2250,3.74,886
03DEC17:19:15:00,3.47,1300,2.92,2250,3.74,886
03DEC17:19:30:00,3.47,1300,2.92,2250,3.74,886
03DEC17:19:45:00,3.47,1300,2.92,2250,3.74,886
03DEC17:20:00:00,3.48,1310,2.92,2250,3.74,886
03DEC17:20:15:00,3.56,1430,2.92,2250,3.74,886
03DEC17:20:30:00,3.73,1690,2.92,2250,3.74,886
03DEC17:20:45:00,3.87,1920,2.92,2250,3.74,886
03DEC17:21:00:00,3.94,2040,2.92,2250,3.74,886
03DEC17:21:15:00,3.97,2090,2.92,2250,3.74,886
03DEC17:21:30:00,4,2140,2.92,2250,3.74,886
03DEC17:21:45:00,4.04,2210,2.92,2250,3.74,886
03DEC17:22:00:00,4.08,2280,2.92,2250,3.74,886
03DEC17:22:15:00,4.09,2300,2.92,2250,3.74,886
03DEC17:22:30:00,4.11,2330,2.92,2250,3.74,886
03DEC17:22:45:00,4.11,2330,2.92,2250,3.74,886
03DEC17:23:00:00,4.12,2350,2.92,2250,3.74,886
03DEC17:23:15:00,4.12,2350,2.92,2250,3.75,892
03DEC17:23:30:00,4.12,2350,2.92,2250,3.74,886
03DEC17:23:45:00,4.13,2360,2.92,2250,3.74,886
04DEC17:00:00:00,4.13,2360,2.92,2250,3.74,886
04DEC17:00:15:00,4.14,2380,2.92,2250,3.75,892
04DEC17:00:30:00,4.13,2360,2.92,2250,3.75,892
04DEC17:00:45:00,4.13,2360,2.92,2250,3.75,892
04DEC17:01:00:00,4.13,2360,2.92,2250,3.75,892
04DEC17:01:15:00,4.14,2380,2.92,2250,3.75,892
04DEC17:01:30:00,4.13,2360,2.91,2230,3.75,892
04DEC17:01:45:00,4.13,2360,2.91,2230,3.75,892
04DEC17:02:00:00,4.14,2380,2.91,2230,3.75,892
04DEC17:02:15:00,4.14,2380,2.91,2230,3.75,892
04DEC17:02:30:00,4.13,2360,2.91,2230,3.75,892
04DEC17:02:45:00,4.13,2360,2.91,2230,3.75,892
04DEC17:03:00:00,4.14,2380,2.91,2230,3.75,892
04DEC17:03:15:00,4.14,2380,2.91,2230,3.75,892
04DEC17:03:30:00,4.13,2360,2.91,2230,3.75,892
04DEC17:03:45:00,4.13,2360,2.91,2230,3.75,892
04DEC17:04:00:00,4.12,2350,2.91,2230,3.75,892
04DEC17:04:15:00,4.13,2360,2.91,2230,3.75,892
04DEC17:04:30:00,4.13,2360,2.91,2230,3.75,892
04DEC17:04:45:00,4.12,2350,2.91,2230,3.75,892
04DEC17:05:00:00,4.12,2350,2.91,2230,3.75,892
04DEC17:05:15:00,4.12,2350,2.91,2230,3.75,892
04DEC17:05:30:00,4.13,2360,2.91,2230,3.75,892
04DEC17:05:45:00,4.12,2350,2.92,2250,3.75,892
04DEC17:06:00:00,4.13,2360,2.92,2250,3.75,892
04DEC17:06:15:00,4.13,2360,2.93,2270,3.76,898
04DEC17:06:30:00,4.13,2360,2.93,2270,3.76,898
04DEC17:06:45:00,4.13,2360,2.94,2290,3.76,898
04DEC17:07:00:00,4.13,2360,2.96,2320,3.76,898
04DEC17:07:15:00,4.13,2360,2.98,2360,3.76,898
04DEC17:07:30:00,4.13,2360,3,2390,3.76,898
04DEC17:07:45:00,4.14,2380,3.03,2450,3.76,898
04DEC17:08:00:00,4.13,2360,3.06,2500,3.75,892
04DEC17:08:15:00,4.12,2350,3.09,2560,3.76,898
04DEC17:08:30:00,4.14,2380,3.13,2630,3.76,898
04DEC17:08:45:00,4.14,2380,3.17,2710,3.76,898
04DEC17:09:00:00,4.15,2400,3.2,2760,3.76,898
04DEC17:09:15:00,4.13,2360,3.24,2840,3.81,929
04DEC17:09:30:00,4.14,2380,3.27,2900,3.85,954
04DEC17:09:45:00,4.14,2380,3.3,2960,3.87,967
04DEC17:10:00:00,4.14,2380,3.33,3020,3.88,973
04DEC17:10:15:00,4.1,2320,3.35,3060,3.89,980
04DEC17:10:30:00,3.95,2060,3.37,3100,3.9,986
04DEC17:10:45:00,3.83,1850,3.39,3150,3.9,986
04DEC17:11:00:00,3.74,1710,3.4,3170,3.91,993
04DEC17:11:15:00,3.66,1580,3.41,3190,3.91,993
04DEC17:11:30:00,3.63,1540,3.42,3210,3.91,993
04DEC17:11:45:00,3.61,1510,3.43,3230,3.91,993
04DEC17:12:00:00,3.58,1460,3.43,3230,3.91,993
04DEC17:12:15:00,3.56,1430,3.44,3250,3.92,999
04DEC17:12:30:00,3.55,1410,3.45,3270,3.92,999
04DEC17:12:45:00,3.54,1400,3.45,3270,3.92,999
04DEC17:13:00:00,3.54,1400,3.45,3270,3.92,999
04DEC17:13:15:00,3.54,1400,3.46,3300,3.92,999
04DEC17:13:30:00,3.52,1370,3.46,3300,3.92,999
04DEC17:13:45:00,3.52,1370,3.47,3320,3.92,999
04DEC17:14:00:00,3.52,1370,3.48,3340,3.92,999
04DEC17:14:15:00,3.52,1370,3.48,3340,3.92,999
04DEC17:14:30:00,3.52,1370,3.48,3340,3.92,999
04DEC17:14:45:00,3.52,1370,3.49,3360,3.92,999
04DEC17:15:00:00,3.52,1370,3.49,3360,3.92,999
04DEC17:15:15:00,3.52,1370,3.49,3360,3.92,999
04DEC17:15:30:00,3.51,1360,3.49,3360,3.92,999
04DEC17:15:45:00,3.51,1360,3.5,3380,3.92,999
04DEC17:16:00:00,3.51,1360,3.5,3380,3.92,999
04DEC17:16:15:00,3.51,1360,3.5,3380,3.92,999
04DEC17:16:30:00,3.51,1360,3.5,3380,3.92,999
04DEC17:16:45:00,3.51,1360,3.5,3380,3.92,999
04DEC17:17:00:00,3.5,1340,3.51,3400,3.92,999
04DEC17:17:15:00,3.5,1340,3.51,3400,3.92,999
04DEC17:17:30:00,3.5,1340,3.51,3400,3.92,999
04DEC17:17:45:00,3.5,1340,3.51,3400,3.92,999
04DEC17:18:00:00,3.5,1340,3.51,3400,3.92,999
04DEC17:18:15:00,3.5,1340,3.5,3380,3.92,999
04DEC17:18:30:00,3.5,1340,3.5,3380,3.92,999
04DEC17:18:45:00,3.5,1340,3.5,3380,3.92,999
04DEC17:19:00:00,3.5,1340,3.49,3360,3.92,999
04DEC17:19:15:00,3.5,1340,3.48,3340,3.92,999
04DEC17:19:30:00,3.5,1340,3.47,3320,3.92,999
04DEC17:19:45:00,3.5,1340,3.46,3300,3.91,993
04DEC17:20:00:00,3.5,1340,3.45,3270,3.92,999
04DEC17:20:15:00,3.5,1340,3.44,3250,3.92,999
04DEC17:20:30:00,3.5,1340,3.42,3210,3.91,993
04DEC17:20:45:00,3.5,1340,3.41,3190,3.91,993
04DEC17:21:00:00,3.5,1340,3.39,3150,3.92,999
04DEC17:21:15:00,3.5,1340,3.37,3100,3.92,999
04DEC17:21:30:00,3.5,1340,3.36,3080,3.92,999
04DEC17:21:45:00,3.5,1340,3.34,3040,3.92,999
04DEC17:22:00:00,3.5,1340,3.33,3020,3.92,999
04DEC17:22:15:00,3.5,1340,3.31,2980,3.92,999
04DEC17:22:30:00,3.5,1340,3.29,2940,3.92,999
04DEC17:22:45:00,3.5,1340,3.28,2920,3.92,999
04DEC17:23:00:00,3.5,1340,3.26,2880,3.92,999
04DEC17:23:15:00,3.5,1340,3.25,2860,3.92,999
04DEC17:23:30:00,3.5,1340,3.23,2820,3.92,999
04DEC17:23:45:00,3.5,1340,3.21,2780,3.92,999
05DEC17:00:00:00,3.5,1340,3.2,2760,3.91,993
05DEC17:00:15:00,3.5,1340,3.19,2740,3.92,999
05DEC17:00:30:00,3.5,1340,3.17,2710,3.92,999
05DEC17:00:45:00,3.5,1340,3.16,2690,3.92,999
05DEC17:01:00:00,3.5,1340,3.15,2670,3.92,999
05DEC17:01:15:00,3.5,1340,3.14,2650,3.92,999
05DEC17:01:30:00,3.5,1340,3.13,2630,3.92,999
05DEC17:01:45:00,3.5,1340,3.12,2610,3.91,993
05DEC17:02:00:00,3.5,1340,3.11,2590,3.91,993
05DEC17:02:15:00,3.49,1330,3.11,2590,3.92,999
05DEC17:02:30:00,3.49,1330,3.1,2570,3.92,999
05DEC17:02:45:00,3.49,1330,3.09,2560,3.92,999
05DEC17:03:00:00,3.49,1330,3.08,2540,3.92,999
05DEC17:03:15:00,3.48,1310,3.08,2540,3.92,999
05DEC17:03:30:00,3.48,1310,3.07,2520,3.92,999
05DEC17:03:45:00,3.48,1310,3.06,2500,3.92,999
05DEC17:04:00:00,3.48,1310,3.06,2500,3.92,999
05DEC17:04:15:00,3.49,1330,3.05,2480,3.92,999
05DEC17:04:30:00,3.48,1310,3.05,2480,3.92,999
05DEC17:04:45:00,3.48,1310,3.05,2480,3.92,999
05DEC17:05:00:00,3.48,1310,3.04,2460,3.92,999
05DEC17:05:15:00,3.48,1310,3.04,2460,3.92,999
05DEC17:05:30:00,3.48,1310,3.04,2460,3.92,999
05DEC17:05:45:00,3.48,1310,3.03,2450,3.92,999
05DEC17:06:00:00,3.48,1310,3.03,2450,3.92,999
05DEC17:06:15:00,3.48,1310,3.03,2450,3.92,999
05DEC17:06:30:00,3.47,1300,3.03,2450,3.92,999
05DEC17:06:45:00,3.48,1310,3.02,2430,3.92,999
05DEC17:07:00:00,3.48,1310,3.02,2430,3.92,999
05DEC17:07:15:00,3.48,1310,3.02,2430,3.92,999
05DEC17:07:30:00,3.48,1310,3.02,2430,3.92,999
05DEC17:07:45:00,3.48,1310,3.02,2430,3.92,999
05DEC17:08:00:00,3.48,1310,3.02,2430,3.92,999
05DEC17:08:15:00,3.48,1310,3.01,2410,3.92,999
05DEC17:08:30:00,3.48,1310,3,2390,3.92,999
05DEC17:08:45:00,3.48,1310,3,2390,3.92,999
05DEC17:09:00:00,3.48,1310,3,2390,3.92,999
05DEC17:09:15:00,3.48,1310,3,2390,3.92,999
05DEC17:09:30:00,3.48,1310,2.99,2370,3.92,999
05DEC17:09:45:00,3.48,1310,2.99,2370,3.92,999
05DEC17:10:00:00,3.48,1310,2.99,2370,3.92,999
05DEC17:10:15:00,3.48,1310,2.99,2370,3.92,999
05DEC17:10:30:00,3.48,1310,2.99,2370,3.92,999
05DEC17:10:45:00,3.49,1330,2.99,2370,3.92,999
05DEC17:11:00:00,3.48,1310,2.99,2370,3.92,999
05DEC17:11:15:00,3.48,1310,2.99,2370,3.92,999
05DEC17:11:30:00,3.48,1310,2.99,2370,3.92,999
05DEC17:11:45:00,3.48,1310,2.99,2370,3.92,999
05DEC17:12:00:00,3.48,1310,2.99,2370,3.92,999
05DEC17:12:15:00,3.48,1310,2.99,2370,3.92,999
05DEC17:12:30:00,3.49,1330,2.99,2370,3.92,999
05DEC17:12:45:00,3.49,1330,2.99,2370,3.92,999
