dte,Gage02161000,Flow02161000,Gage02169500,Flow02169500,Gage02168504,Flow02168504
22DEC17:21:30:00,4.9,3670,4.16,4990,3.83,941
22DEC17:21:45:00,4.9,3670,4.16,4990,3.83,941
22DEC17:22:00:00,4.9,3670,4.16,4990,3.83,941
22DEC17:22:15:00,4.9,3670,4.16,4990,3.83,941
22DEC17:22:30:00,4.91,3690,4.16,4990,3.83,941
22DEC17:22:45:00,4.91,3690,4.16,4990,3.83,941
22DEC17:23:00:00,4.91,3690,4.16,4990,3.83,941
22DEC17:23:15:00,4.91,3690,4.16,4990,3.83,941
22DEC17:23:30:00,4.91,3690,4.16,4990,3.83,941
22DEC17:23:45:00,4.9,3670,4.16,4990,3.83,941
23DEC17:00:00:00,4.91,3690,4.16,4990,3.83,941
23DEC17:00:15:00,4.9,3670,4.15,4970,3.83,941
23DEC17:00:30:00,4.9,3670,4.14,4940,3.83,941
23DEC17:00:45:00,4.9,3670,4.14,4940,3.83,941
23DEC17:01:00:00,4.91,3690,4.14,4940,3.83,941
23DEC17:01:15:00,4.9,3670,4.14,4940,3.83,941
23DEC17:01:30:00,4.91,3690,4.14,4940,3.83,941
23DEC17:01:45:00,4.9,3670,4.14,4940,3.83,941
23DEC17:02:00:00,4.91,3690,4.14,4940,3.83,941
23DEC17:02:15:00,4.91,3690,4.14,4940,3.83,941
23DEC17:02:30:00,4.9,3670,4.14,4940,3.83,941
23DEC17:02:45:00,4.9,3670,4.15,4970,3.83,941
23DEC17:03:00:00,4.9,3670,4.15,4970,3.83,941
23DEC17:03:15:00,4.9,3670,4.15,4970,3.83,941
23DEC17:03:30:00,4.89,3650,4.15,4970,3.83,941
23DEC17:03:45:00,4.89,3650,4.15,4970,3.83,941
23DEC17:04:00:00,4.88,3640,4.15,4970,3.83,941
23DEC17:04:15:00,4.88,3640,4.15,4970,3.83,941
23DEC17:04:30:00,4.88,3640,4.15,4970,3.83,941
23DEC17:04:45:00,4.88,3640,4.15,4970,3.83,941
23DEC17:05:00:00,4.87,3620,4.15,4970,3.83,941
23DEC17:05:15:00,4.87,3620,4.15,4970,3.83,941
23DEC17:05:30:00,4.87,3620,4.15,4970,3.83,941
23DEC17:05:45:00,4.87,3620,4.16,4990,3.83,941
23DEC17:06:00:00,4.87,3620,4.16,4990,3.83,941
23DEC17:06:15:00,4.87,3620,4.16,4990,3.83,941
23DEC17:06:30:00,4.87,3620,4.16,4990,3.83,941
23DEC17:06:45:00,4.86,3600,4.16,4990,3.83,941
23DEC17:07:00:00,4.87,3620,4.16,4990,3.83,941
23DEC17:07:15:00,4.87,3620,4.16,4990,3.83,941
23DEC17:07:30:00,4.87,3620,4.16,4990,3.83,941
23DEC17:07:45:00,4.86,3600,4.16,4990,3.82,935
23DEC17:08:00:00,4.86,3600,4.17,5020,3.82,935
23DEC17:08:15:00,4.86,3600,4.17,5020,3.83,941
23DEC17:08:30:00,4.87,3620,4.18,5050,3.82,935
23DEC17:08:45:00,4.86,3600,4.18,5050,3.82,935
23DEC17:09:00:00,4.86,3600,4.18,5050,3.83,941
23DEC17:09:15:00,4.86,3600,4.18,5050,3.83,941
23DEC17:09:30:00,4.86,3600,4.18,5050,3.82,935
23DEC17:09:45:00,4.87,3620,4.18,5050,3.83,941
23DEC17:10:00:00,4.88,3640,4.18,5050,3.83,941
23DEC17:10:15:00,4.87,3620,4.18,5050,3.82,935
23DEC17:10:30:00,4.87,3620,4.18,5050,3.83,941
23DEC17:10:45:00,4.87,3620,4.17,5020,3.83,941
23DEC17:11:00:00,4.86,3600,4.17,5020,3.82,935
23DEC17:11:15:00,4.87,3620,4.17,5020,3.82,935
23DEC17:11:30:00,4.86,3600,4.17,5020,3.82,935
23DEC17:11:45:00,4.86,3600,4.17,5020,3.81,929
23DEC17:12:00:00,4.86,3600,4.17,5020,3.82,935
23DEC17:12:15:00,4.86,3600,4.17,5020,3.83,941
23DEC17:12:30:00,4.86,3600,4.16,4990,3.82,935
23DEC17:12:45:00,4.86,3600,4.16,4990,3.82,935
23DEC17:13:00:00,4.86,3600,4.16,4990,3.82,935
23DEC17:13:15:00,4.86,3600,4.16,4990,3.83,941
23DEC17:13:30:00,4.87,3620,4.16,4990,3.82,935
23DEC17:13:45:00,4.9,3670,4.16,4990,3.82,935
23DEC17:14:00:00,4.92,3710,4.15,4970,3.82,935
23DEC17:14:15:00,4.92,3710,4.16,4990,3.83,941
23DEC17:14:30:00,4.9,3670,4.15,4970,3.81,929
23DEC17:14:45:00,4.89,3650,4.15,4970,3.82,935
23DEC17:15:00:00,4.89,3650,4.15,4970,3.82,935
23DEC17:15:15:00,4.87,3620,4.15,4970,3.82,935
23DEC17:15:30:00,4.86,3600,4.15,4970,3.81,929
23DEC17:15:45:00,4.87,3620,4.15,4970,3.82,935
23DEC17:16:00:00,4.86,3600,4.15,4970,3.82,935
23DEC17:16:15:00,4.86,3600,4.15,4970,3.82,935
23DEC17:16:30:00,4.86,3600,4.15,4970,3.83,941
23DEC17:16:45:00,4.86,3600,4.15,4970,3.82,935
23DEC17:17:00:00,4.86,3600,4.15,4970,3.82,935
23DEC17:17:15:00,4.86,3600,4.15,4970,3.82,935
23DEC17:17:30:00,4.86,3600,4.15,4970,3.83,941
23DEC17:17:45:00,4.86,3600,4.15,4970,3.82,935
23DEC17:18:00:00,4.87,3620,4.15,4970,3.82,935
23DEC17:18:15:00,4.87,3620,4.15,4970,3.82,935
23DEC17:18:30:00,4.87,3620,4.15,4970,3.82,935
23DEC17:18:45:00,4.87,3620,4.14,4940,3.82,935
23DEC17:19:00:00,4.87,3620,4.14,4940,3.82,935
23DEC17:19:15:00,4.87,3620,4.14,4940,3.82,935
23DEC17:19:30:00,4.87,3620,4.14,4940,3.83,941
23DEC17:19:45:00,4.87,3620,4.15,4970,3.83,941
23DEC17:20:00:00,4.88,3640,4.16,4990,3.83,941
23DEC17:20:15:00,4.88,3640,4.16,4990,3.83,941
23DEC17:20:30:00,4.88,3640,4.16,4990,3.83,941
23DEC17:20:45:00,4.88,3640,4.16,4990,3.83,941
23DEC17:21:00:00,4.87,3620,4.16,4990,3.83,941
23DEC17:21:15:00,4.89,3650,4.16,4990,3.83,941
23DEC17:21:30:00,4.88,3640,4.16,4990,3.82,935
23DEC17:21:45:00,4.89,3650,4.16,4990,3.82,935
23DEC17:22:00:00,4.88,3640,4.16,4990,3.82,935
23DEC17:22:15:00,4.88,3640,4.15,4970,3.82,935
23DEC17:22:30:00,4.88,3640,4.15,4970,3.82,935
23DEC17:22:45:00,4.88,3640,4.15,4970,3.82,935
23DEC17:23:00:00,4.88,3640,4.15,4970,3.82,935
23DEC17:23:15:00,4.88,3640,4.15,4970,3.82,935
23DEC17:23:30:00,4.88,3640,4.15,4970,3.82,935
23DEC17:23:45:00,4.88,3640,4.15,4970,3.82,935
24DEC17:00:00:00,4.87,3620,4.15,4970,3.82,935
24DEC17:00:15:00,4.88,3640,4.15,4970,3.82,935
24DEC17:00:30:00,4.87,3620,4.15,4970,3.82,935
24DEC17:00:45:00,4.88,3640,4.15,4970,3.82,935
24DEC17:01:00:00,4.87,3620,4.15,4970,3.82,935
24DEC17:01:15:00,4.87,3620,4.14,4940,3.82,935
24DEC17:01:30:00,4.87,3620,4.14,4940,3.82,935
24DEC17:01:45:00,4.88,3640,4.14,4940,3.82,935
24DEC17:02:00:00,4.87,3620,4.14,4940,3.82,935
24DEC17:02:15:00,4.88,3640,4.14,4940,3.82,935
24DEC17:02:30:00,4.88,3640,4.14,4940,3.82,935
24DEC17:02:45:00,4.87,3620,4.14,4940,3.82,935
24DEC17:03:00:00,4.87,3620,4.14,4940,3.82,935
24DEC17:03:15:00,4.87,3620,4.14,4940,3.82,935
24DEC17:03:30:00,4.86,3600,4.14,4940,3.82,935
24DEC17:03:45:00,4.87,3620,4.14,4940,3.82,935
24DEC17:04:00:00,4.87,3620,4.14,4940,3.82,935
24DEC17:04:15:00,4.87,3620,4.14,4940,3.82,935
24DEC17:04:30:00,4.87,3620,4.14,4940,3.82,935
24DEC17:04:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:05:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:05:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:05:30:00,4.87,3620,4.13,4910,3.82,935
24DEC17:05:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:06:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:06:15:00,4.87,3620,4.13,4910,3.82,935
24DEC17:06:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:06:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:07:00:00,4.86,3600,4.13,4910,3.82,935
24DEC17:07:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:07:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:07:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:08:00:00,4.86,3600,4.13,4910,3.82,935
24DEC17:08:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:08:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:08:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:09:00:00,4.86,3600,4.13,4910,3.82,935
24DEC17:09:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:09:30:00,4.87,3620,4.13,4910,3.82,935
24DEC17:09:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:10:00:00,4.86,3600,4.13,4910,3.82,935
24DEC17:10:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:10:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:10:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:11:00:00,4.86,3600,4.13,4910,3.82,935
24DEC17:11:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:11:30:00,4.85,3590,4.13,4910,3.82,935
24DEC17:11:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:12:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:12:15:00,4.87,3620,4.13,4910,3.82,935
24DEC17:12:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:12:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:13:00:00,4.88,3640,4.13,4910,3.82,935
24DEC17:13:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:13:30:00,4.87,3620,4.13,4910,3.82,935
24DEC17:13:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:14:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:14:15:00,4.87,3620,4.13,4910,3.82,935
24DEC17:14:30:00,4.87,3620,4.13,4910,3.82,935
24DEC17:14:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:15:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:15:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:15:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:15:45:00,4.86,3600,4.13,4910,3.81,929
24DEC17:16:00:00,4.86,3600,4.13,4910,3.81,929
24DEC17:16:15:00,4.86,3600,4.13,4910,3.81,929
24DEC17:16:30:00,4.86,3600,4.13,4910,3.81,929
24DEC17:16:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:17:00:00,4.86,3600,4.13,4910,3.81,929
24DEC17:17:15:00,4.86,3600,4.13,4910,3.82,935
24DEC17:17:30:00,4.86,3600,4.13,4910,3.82,935
24DEC17:17:45:00,4.86,3600,4.13,4910,3.82,935
24DEC17:18:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:18:15:00,4.87,3620,4.13,4910,3.82,935
24DEC17:18:30:00,4.86,3600,4.13,4910,3.81,929
24DEC17:18:45:00,4.86,3600,4.13,4910,3.81,929
24DEC17:19:00:00,4.87,3620,4.13,4910,3.82,935
24DEC17:19:15:00,4.86,3600,4.13,4910,3.81,929
24DEC17:19:30:00,4.87,3620,4.12,4890,3.82,935
24DEC17:19:45:00,4.87,3620,4.13,4910,3.82,935
24DEC17:20:00:00,4.87,3620,4.12,4890,3.81,929
24DEC17:20:15:00,4.87,3620,4.12,4890,3.82,935
24DEC17:20:30:00,4.86,3600,4.12,4890,3.82,935
24DEC17:20:45:00,4.87,3620,4.12,4890,3.82,935
24DEC17:21:00:00,4.87,3620,4.12,4890,3.82,935
24DEC17:21:15:00,4.86,3600,4.12,4890,3.82,935
24DEC17:21:30:00,4.88,3640,4.12,4890,3.82,935
24DEC17:21:45:00,4.88,3640,4.12,4890,3.82,935
24DEC17:22:00:00,4.84,3570,4.12,4890,3.82,935
24DEC17:22:15:00,4.77,3450,4.12,4890,3.82,935
24DEC17:22:30:00,4.72,3370,4.12,4890,3.82,935
24DEC17:22:45:00,4.68,3300,4.12,4890,3.82,935
24DEC17:23:00:00,4.64,3240,4.12,4890,3.82,935
24DEC17:23:15:00,4.62,3200,4.12,4890,3.81,929
24DEC17:23:30:00,4.58,3140,4.12,4890,3.81,929
24DEC17:23:45:00,4.59,3160,4.12,4890,3.8,922
25DEC17:00:00:00,4.57,3130,4.12,4890,3.82,935
25DEC17:00:15:00,4.57,3130,4.12,4890,3.82,935
25DEC17:00:30:00,4.55,3090,4.12,4890,3.8,922
25DEC17:00:45:00,4.56,3110,4.12,4890,3.81,929
25DEC17:01:00:00,4.55,3090,4.12,4890,3.81,929
25DEC17:01:15:00,4.55,3090,4.12,4890,3.82,935
25DEC17:01:30:00,4.55,3090,4.12,4890,3.8,922
25DEC17:01:45:00,4.54,3080,4.12,4890,3.8,922
25DEC17:02:00:00,4.54,3080,4.12,4890,3.8,922
25DEC17:02:15:00,4.55,3090,4.12,4890,3.82,935
25DEC17:02:30:00,4.54,3080,4.12,4890,3.8,922
25DEC17:02:45:00,4.54,3080,4.12,4890,3.81,929
25DEC17:03:00:00,4.54,3080,4.12,4890,3.83,941
25DEC17:03:15:00,4.53,3060,4.12,4890,3.82,935
25DEC17:03:30:00,4.53,3060,4.12,4890,3.81,929
25DEC17:03:45:00,4.54,3080,4.12,4890,3.82,935
25DEC17:04:00:00,4.54,3080,4.12,4890,3.82,935
25DEC17:04:15:00,4.54,3080,4.12,4890,3.81,929
25DEC17:04:30:00,4.54,3080,4.12,4890,3.81,929
25DEC17:04:45:00,4.54,3080,4.11,4860,3.81,929
25DEC17:05:00:00,4.54,3080,4.11,4860,3.82,935
25DEC17:05:15:00,4.54,3080,4.11,4860,3.83,941
25DEC17:05:30:00,4.53,3060,4.1,4830,3.81,929
25DEC17:05:45:00,4.54,3080,4.09,4810,3.81,929
25DEC17:06:00:00,4.54,3080,4.08,4780,3.82,935
25DEC17:06:15:00,4.54,3080,4.07,4760,3.81,929
25DEC17:06:30:00,4.54,3080,4.06,4730,3.81,929
25DEC17:06:45:00,4.54,3080,4.05,4700,3.82,935
25DEC17:07:00:00,4.54,3080,4.03,4650,3.81,929
25DEC17:07:15:00,4.55,3090,4.01,4600,3.81,929
25DEC17:07:30:00,4.55,3090,4,4580,3.81,929
25DEC17:07:45:00,4.54,3080,3.98,4530,3.81,929
25DEC17:08:00:00,4.55,3090,3.97,4500,3.81,929
25DEC17:08:15:00,4.55,3090,3.96,4470,3.82,935
25DEC17:08:30:00,4.56,3110,3.95,4450,3.82,935
25DEC17:08:45:00,4.55,3090,3.94,4420,3.82,935
25DEC17:09:00:00,4.55,3090,3.93,4400,3.82,935
25DEC17:09:15:00,4.55,3090,3.93,4400,3.82,935
25DEC17:09:30:00,4.55,3090,3.92,4370,3.82,935
25DEC17:09:45:00,4.55,3090,3.91,4350,3.82,935
25DEC17:10:00:00,4.55,3090,3.91,4350,3.82,935
25DEC17:10:15:00,4.55,3090,3.9,4320,3.82,935
25DEC17:10:30:00,4.55,3090,3.9,4320,3.82,935
25DEC17:10:45:00,4.55,3090,3.89,4300,3.82,935
25DEC17:11:00:00,4.55,3090,3.89,4300,3.82,935
25DEC17:11:15:00,4.55,3090,3.88,4270,3.82,935
25DEC17:11:30:00,4.55,3090,3.88,4270,3.82,935
25DEC17:11:45:00,4.55,3090,3.88,4270,3.82,935
25DEC17:12:00:00,4.55,3090,3.88,4270,3.82,935
25DEC17:12:15:00,4.54,3080,3.88,4270,3.82,935
25DEC17:12:30:00,4.56,3110,3.87,4250,3.82,935
25DEC17:12:45:00,4.56,3110,3.87,4250,3.82,935
25DEC17:13:00:00,4.56,3110,3.87,4250,3.82,935
25DEC17:13:15:00,4.55,3090,3.87,4250,3.82,935
25DEC17:13:30:00,4.56,3110,3.87,4250,3.82,935
25DEC17:13:45:00,4.56,3110,3.87,4250,3.82,935
25DEC17:14:00:00,4.56,3110,3.87,4250,3.83,941
25DEC17:14:15:00,4.56,3110,3.88,4270,3.82,935
25DEC17:14:30:00,4.55,3090,3.88,4270,3.82,935
25DEC17:14:45:00,4.56,3110,3.88,4270,3.82,935
25DEC17:15:00:00,4.55,3090,3.88,4270,3.82,935
25DEC17:15:15:00,4.55,3090,3.88,4270,3.82,935
25DEC17:15:30:00,4.55,3090,3.88,4270,3.82,935
25DEC17:15:45:00,4.54,3080,3.88,4270,3.83,941
25DEC17:16:00:00,4.54,3080,3.88,4270,3.83,941
25DEC17:16:15:00,4.54,3080,3.88,4270,3.83,941
25DEC17:16:30:00,4.54,3080,3.88,4270,3.83,941
25DEC17:16:45:00,4.55,3090,3.88,4270,3.83,941
25DEC17:17:00:00,4.54,3080,3.88,4270,3.83,941
25DEC17:17:15:00,4.54,3080,3.88,4270,3.83,941
25DEC17:17:30:00,4.53,3060,3.88,4270,3.83,941
25DEC17:17:45:00,4.53,3060,3.88,4270,3.83,941
25DEC17:18:00:00,4.54,3080,3.88,4270,3.83,941
25DEC17:18:15:00,4.53,3060,3.88,4270,3.83,941
25DEC17:18:30:00,4.53,3060,3.88,4270,3.83,941
25DEC17:18:45:00,4.52,3050,3.88,4270,3.83,941
25DEC17:19:00:00,4.52,3050,3.88,4270,3.83,941
25DEC17:19:15:00,4.52,3050,3.88,4270,3.83,941
25DEC17:19:30:00,4.52,3050,3.88,4270,3.83,941
25DEC17:19:45:00,4.51,3030,3.88,4270,3.83,941
25DEC17:20:00:00,4.52,3050,3.88,4270,3.83,941
25DEC17:20:15:00,4.52,3050,3.88,4270,3.83,941
25DEC17:20:30:00,4.52,3050,3.88,4270,3.83,941
25DEC17:20:45:00,4.52,3050,3.88,4270,3.83,941
25DEC17:21:00:00,4.53,3060,3.88,4270,3.83,941
25DEC17:21:15:00,4.52,3050,3.88,4270,3.83,941
25DEC17:21:30:00,4.52,3050,3.88,4270,3.83,941
25DEC17:21:45:00,4.52,3050,3.88,4270,3.83,941
25DEC17:22:00:00,4.52,3050,3.88,4270,3.83,941
25DEC17:22:15:00,4.52,3050,3.88,4270,3.83,941
25DEC17:22:30:00,4.52,3050,3.88,4270,3.83,941
25DEC17:22:45:00,4.52,3050,3.88,4270,3.83,941
25DEC17:23:00:00,4.52,3050,3.88,4270,3.83,941
25DEC17:23:15:00,4.52,3050,3.88,4270,3.83,941
25DEC17:23:30:00,4.52,3050,3.88,4270,3.83,941
25DEC17:23:45:00,4.52,3050,3.88,4270,3.83,941
26DEC17:00:00:00,4.51,3030,3.88,4270,3.83,941
26DEC17:00:15:00,4.51,3030,3.88,4270,3.83,941
26DEC17:00:30:00,4.51,3030,3.88,4270,3.83,941
26DEC17:00:45:00,4.52,3050,3.87,4250,3.83,941
26DEC17:01:00:00,4.51,3030,3.87,4250,3.83,941
26DEC17:01:15:00,4.52,3050,3.87,4250,3.83,941
26DEC17:01:30:00,4.51,3030,3.87,4250,3.83,941
26DEC17:01:45:00,4.51,3030,3.87,4250,3.83,941
26DEC17:02:00:00,4.52,3050,3.87,4250,3.83,941
26DEC17:02:15:00,4.51,3030,3.87,4250,3.83,941
26DEC17:02:30:00,4.52,3050,3.87,4250,3.83,941
26DEC17:02:45:00,4.51,3030,3.87,4250,3.83,941
26DEC17:03:00:00,4.52,3050,3.86,4220,3.83,941
26DEC17:03:15:00,4.51,3030,3.86,4220,3.83,941
26DEC17:03:30:00,4.51,3030,3.86,4220,3.83,941
26DEC17:03:45:00,4.52,3050,3.86,4220,3.83,941
26DEC17:04:00:00,4.51,3030,3.86,4220,3.83,941
26DEC17:04:15:00,4.52,3050,3.85,4200,3.83,941
26DEC17:04:30:00,4.5,3020,3.85,4200,3.83,941
26DEC17:04:45:00,4.5,3020,3.85,4200,3.83,941
26DEC17:05:00:00,4.5,3020,3.85,4200,3.83,941
26DEC17:05:15:00,4.5,3020,3.85,4200,3.83,941
26DEC17:05:30:00,4.49,3000,3.85,4200,3.83,941
26DEC17:05:45:00,4.49,3000,3.85,4200,3.83,941
26DEC17:06:00:00,4.49,3000,3.85,4200,3.83,941
26DEC17:06:15:00,4.48,2980,3.85,4200,3.83,941
26DEC17:06:30:00,4.47,2960,3.85,4200,3.83,941
26DEC17:06:45:00,4.48,2980,3.85,4200,3.83,941
26DEC17:07:00:00,4.46,2940,3.85,4200,3.83,941
26DEC17:07:15:00,4.39,2810,3.85,4200,3.83,941
26DEC17:07:30:00,4.34,2720,3.85,4200,3.83,941
26DEC17:07:45:00,4.3,2650,3.85,4200,3.83,941
26DEC17:08:00:00,4.27,2600,3.85,4200,3.83,941
26DEC17:08:15:00,4.24,2550,3.85,4200,3.83,941
26DEC17:08:30:00,4.23,2530,3.85,4200,3.83,941
26DEC17:08:45:00,4.21,2500,3.85,4200,3.83,941
26DEC17:09:00:00,4.21,2500,3.85,4200,3.83,941
26DEC17:09:15:00,4.21,2500,3.85,4200,3.83,941
26DEC17:09:30:00,4.21,2500,3.85,4200,3.83,941
26DEC17:09:45:00,4.2,2480,3.85,4200,3.83,941
26DEC17:10:00:00,4.2,2480,3.85,4200,3.83,941
26DEC17:10:15:00,4.2,2480,3.85,4200,3.83,941
26DEC17:10:30:00,4.21,2500,3.85,4200,3.83,941
26DEC17:10:45:00,4.21,2500,3.85,4200,3.83,941
26DEC17:11:00:00,4.21,2500,3.85,4200,3.83,941
26DEC17:11:15:00,4.2,2480,3.85,4200,3.83,941
26DEC17:11:30:00,4.2,2480,3.85,4200,3.83,941
26DEC17:11:45:00,4.2,2480,3.85,4200,3.83,941
26DEC17:12:00:00,4.2,2480,3.84,4170,3.84,948
26DEC17:12:15:00,4.2,2480,3.84,4170,3.83,941
26DEC17:12:30:00,4.2,2480,3.84,4170,3.83,941
26DEC17:12:45:00,4.2,2480,3.84,4170,3.83,941
26DEC17:13:00:00,4.19,2460,3.84,4170,3.83,941
26DEC17:13:15:00,4.2,2480,3.84,4170,3.83,941
26DEC17:13:30:00,4.18,2450,3.84,4170,3.83,941
26DEC17:13:45:00,4.11,2330,3.84,4170,3.83,941
26DEC17:14:00:00,4.05,2230,3.83,4150,3.83,941
26DEC17:14:15:00,3.99,2120,3.83,4150,3.83,941
26DEC17:14:30:00,3.96,2070,3.82,4120,3.83,941
26DEC17:14:45:00,3.95,2060,3.82,4120,3.83,941
26DEC17:15:00:00,3.92,2010,3.81,4100,3.83,941
26DEC17:15:15:00,3.89,1950,3.81,4100,3.83,941
26DEC17:15:30:00,3.91,1990,3.8,4080,3.83,941
26DEC17:15:45:00,3.89,1950,3.79,4050,3.83,941
26DEC17:16:00:00,3.88,1940,3.78,4030,3.83,941
26DEC17:16:15:00,3.88,1940,3.77,4000,3.83,941
26DEC17:16:30:00,3.86,1900,3.76,3980,3.83,941
26DEC17:16:45:00,3.88,1940,3.75,3960,3.83,941
26DEC17:17:00:00,3.85,1890,3.74,3930,3.83,941
26DEC17:17:15:00,3.87,1920,3.73,3910,3.83,941
26DEC17:17:30:00,3.81,1820,3.72,3880,3.83,941
26DEC17:17:45:00,3.73,1690,3.71,3860,3.83,941
26DEC17:18:00:00,3.68,1610,3.7,3840,3.83,941
26DEC17:18:15:00,3.65,1570,3.7,3840,3.83,941
26DEC17:18:30:00,3.62,1520,3.69,3810,3.83,941
26DEC17:18:45:00,3.6,1490,3.68,3790,3.83,941
26DEC17:19:00:00,3.58,1460,3.67,3770,3.83,941
26DEC17:19:15:00,3.57,1440,3.67,3770,3.83,941
26DEC17:19:30:00,3.57,1440,3.66,3740,3.83,941
26DEC17:19:45:00,3.56,1430,3.65,3720,3.83,941
26DEC17:20:00:00,3.55,1410,3.65,3720,3.83,941
26DEC17:20:15:00,3.56,1430,3.64,3700,3.83,941
26DEC17:20:30:00,3.55,1410,3.64,3700,3.83,941
26DEC17:20:45:00,3.55,1410,3.63,3670,3.83,941
26DEC17:21:00:00,3.55,1410,3.63,3670,3.83,941
26DEC17:21:15:00,3.54,1400,3.62,3650,3.83,941
26DEC17:21:30:00,3.54,1400,3.62,3650,3.83,941
26DEC17:21:45:00,3.54,1400,3.61,3630,3.83,941
26DEC17:22:00:00,3.55,1410,3.61,3630,3.83,941
26DEC17:22:15:00,3.54,1400,3.6,3610,3.83,941
26DEC17:22:30:00,3.54,1400,3.59,3580,3.83,941
26DEC17:22:45:00,3.54,1400,3.58,3560,3.83,941
26DEC17:23:00:00,3.54,1400,3.57,3540,3.83,941
26DEC17:23:15:00,3.54,1400,3.56,3520,3.83,941
26DEC17:23:30:00,3.54,1400,3.55,3490,3.83,941
26DEC17:23:45:00,3.54,1400,3.54,3470,3.83,941
27DEC17:00:00:00,3.54,1400,3.53,3450,3.83,941
27DEC17:00:15:00,3.54,1400,3.52,3430,3.83,941
27DEC17:00:30:00,3.54,1400,3.51,3400,3.83,941
27DEC17:00:45:00,3.54,1400,3.5,3380,3.83,941
27DEC17:01:00:00,3.54,1400,3.49,3360,3.83,941
27DEC17:01:15:00,3.54,1400,3.48,3340,3.83,941
27DEC17:01:30:00,3.54,1400,3.46,3300,3.83,941
27DEC17:01:45:00,3.54,1400,3.44,3250,3.83,941
27DEC17:02:00:00,3.54,1400,3.42,3210,3.83,941
27DEC17:02:15:00,3.54,1400,3.41,3190,3.83,941
27DEC17:02:30:00,3.53,1380,3.4,3170,3.83,941
27DEC17:02:45:00,3.53,1380,3.38,3120,3.83,941
27DEC17:03:00:00,3.53,1380,3.37,3100,3.83,941
27DEC17:03:15:00,3.53,1380,3.36,3080,3.83,941
27DEC17:03:30:00,3.53,1380,3.35,3060,3.83,941
27DEC17:03:45:00,3.53,1380,3.34,3040,3.83,941
27DEC17:04:00:00,3.53,1380,3.33,3020,3.83,941
27DEC17:04:15:00,3.53,1380,3.31,2980,3.83,941
27DEC17:04:30:00,3.53,1380,3.3,2960,3.83,941
27DEC17:04:45:00,3.53,1380,3.29,2940,3.83,941
27DEC17:05:00:00,3.52,1370,3.28,2920,3.83,941
27DEC17:05:15:00,3.53,1380,3.26,2880,3.83,941
27DEC17:05:30:00,3.53,1380,3.25,2860,3.83,941
27DEC17:05:45:00,3.53,1380,3.24,2840,3.83,941
27DEC17:06:00:00,3.52,1370,3.24,2840,3.83,941
27DEC17:06:15:00,3.52,1370,3.23,2820,3.83,941
27DEC17:06:30:00,3.52,1370,3.21,2780,3.83,941
27DEC17:06:45:00,3.52,1370,3.2,2760,3.83,941
27DEC17:07:00:00,3.52,1370,3.19,2740,3.83,941
27DEC17:07:15:00,3.51,1360,3.18,2720,3.83,941
27DEC17:07:30:00,3.51,1360,3.17,2710,3.83,941
27DEC17:07:45:00,3.51,1360,3.17,2710,3.83,941
27DEC17:08:00:00,3.52,1370,3.16,2690,3.83,941
27DEC17:08:15:00,3.52,1370,3.15,2670,3.83,941
27DEC17:08:30:00,3.52,1370,3.15,2670,3.83,941
27DEC17:08:45:00,3.52,1370,3.14,2650,3.83,941
27DEC17:09:00:00,3.52,1370,3.13,2630,3.83,941
27DEC17:09:15:00,3.52,1370,3.13,2630,3.83,941
27DEC17:09:30:00,3.52,1370,3.12,2610,3.83,941
27DEC17:09:45:00,3.52,1370,3.12,2610,3.83,941
27DEC17:10:00:00,3.52,1370,3.11,2590,3.83,941
27DEC17:10:15:00,3.52,1370,3.11,2590,3.83,941
